"04/30/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$0.10","","$731.99"
"04/30/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.10","","$732.09"
"04/30/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.30","","$744.19"
"04/30/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.30","","$756.49"
"04/30/2018","ACH WEB-SINGLE  GRUBHUBFOOD PAYPAL           INST XFER","$20.60","","$768.79"
"04/30/2018","ACH WEB-SINGLE  CIVKASTAPB PAYPAL           INST XFER","$209.90","","$789.39"
"04/30/2018","DEBIT CARD PURCHASE   XXXXX8439 Amazon Kindle Unlimite    XXXXX8851 WA","$10.59","","$999.29"
"04/30/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$3.49","","$1,009.88"
"04/30/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$1.65","","$1,013.37"
"04/30/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$6.46","","$1,015.02"
"04/30/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$6.06","","$1,021.48"
"04/30/2018","ONLINE TRANSFER FROM      XXXXX9353 ","","$500.00","$1,027.54"
"04/30/2018","ACH CREDIT      XXXXX9848 VENMO            CASHOUT","","$409.67","$527.54"
"04/27/2018","ONLINE TRANSFER TO        XXXXX9353 ","$500.00","","$117.87"
"04/27/2018","ONLINE TRANSFER TO        XXXXX9353 ","$200.00","","$617.87"
"04/27/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$11.60","","$817.87"
"04/27/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.30","","$829.47"
"04/27/2018","ACH WEBSINGLE  XXXXX6133 VENMO            PAYMENT","$8.00","","$841.77"
"04/27/2018","POS PURCHASE          POS99999999  1153704 WEGMANS 240 NA           D. PRINCETON NJ","$19.39","","$849.77"
"04/27/2018","DEBIT CARD PURCHASE   XXXXX8439 UBER TECHNOLOGIES INC     XXXXX8996  CA","$3.36","","$869.16"
"04/27/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$3.71","","$872.52"
"04/27/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$5.82","","$876.23"
"04/27/2018","RECURRING DEBIT CARD  XXXXX9117 GOOGLE HBO Dig Sv Inc    XXXXX3987 CA","$16.19","","$882.05"
"04/27/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$2.61","","$898.24"
"04/27/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$5.52","","$900.85"
"04/27/2018","ACH CREDIT      CTRXXXXX1015 HIREGENICS INC   PAYROLL","","$827.41","$906.37"
"04/26/2018","ONLINE TRANSFER TO        XXXXX9361 ","$100.00","","$78.96"
"04/26/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$1.50","","$178.96"
"04/26/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$11.90","","$180.46"
"04/26/2018","ACH WEBSINGLE  XXXXX3340 VENMO            PAYMENT","$11.00","","$192.36"
"04/25/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.50","","$203.36"
"04/25/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$4.72","","$215.86"
"04/25/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$6.33","","$220.58"
"04/25/2018","ONLINE TRANSFER FROM      XXXXX9353 ","","$100.00","$226.91"
"04/24/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$5.00","","$126.91"
"04/24/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$9.64","","$131.91"
"04/24/2018","N0423 8439 PAYMENT    POS00535395  1016741 UBERUS_A                 SAN FRANCISC CA","$14.66","","$141.55"
"04/24/2018","POS PURCHASE          POS99999999  1016740 TARGET T-1151            PRINCETON    NJ","$30.40","","$156.21"
"04/23/2018","N0423 8439 PAYMENT    POS00535395  3554249 UBERUS_A                 SAN FRANCISC CA","$20.03","","$186.61"
"04/23/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$5.60","","$206.64"
"04/23/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$10.40","","$212.24"
"04/23/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$14.00","","$222.64"
"04/23/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$20.64","","$236.64"
"04/23/2018","ACH WEB-SINGLE  AIRBNB PAYPAL           INST XFER","$161.97","","$257.28"
"04/23/2018","ACH WEB-SINGLE  AIRBNB PAYPAL           INST XFER","$191.52","","$419.25"
"04/23/2018","DEBIT CARD PURCHASE   XXXXX8439 UBER TECHNOLOGIES INC     XXXXX8996  CA","$3.41","","$610.77"
"04/23/2018","POS PURCHASE          POS03760336  3554250 NJT NEW BRUNSW           NEW BRUNSWIC NJ","$9.25","","$614.18"
"04/23/2018","N0422 8439 PAYMENT    POS00535395  3554246 UBERUS_A                 SAN FRANCISC CA","$6.46","","$623.43"
"04/23/2018","N0422 8439 PAYMENT    POS00535395  3554248 UBERUS_A                 SAN FRANCISC CA","$6.10","","$629.89"
"04/23/2018","DEBIT CARD PURCHASE   XXXXX8439 UBER TECHNOLOGIES INC     XXXXX8996  CA","$7.59","","$635.99"
"04/23/2018","DEBIT CARD PURCHASE   XXXXX8439 STARBUCKS                 PISCATAWAY  NJ","$5.95","","$643.58"
"04/23/2018","N0420 8439 PAYMENT    POS00535395  3554247 UBERUS_A                 SAN FRANCISC CA","$3.00","","$649.53"
"04/23/2018","POS PURCHASE          POS99999999  3554245 TARGET T-1151            PRINCETON    NJ","$33.96","","$652.53"
"04/23/2018","RECURRING DEBIT CARD  XXXXX9112 VERIZON*RECURRING PAY     800-VERIZON FL","$50.79","","$686.49"
"04/23/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$6.19","","$737.28"
"04/23/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$3.66","","$743.47"
"04/20/2018","ONLINE TRANSFER TO        XXXXX9353 ","$600.00","","$747.13"
"04/20/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$11.80","","$1,347.13"
"04/20/2018","N0419 8439 PAYMENT    POS00535395  1156327 UBERUS_A                 SAN FRANCISC CA","$12.90","","$1,358.93"
"04/20/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$3.11","","$1,371.83"
"04/20/2018","ONLINE TRANSFER FROM      XXXXX9353 ","","$200.00","$1,374.94"
"04/20/2018","ONLINE TRANSFER FROM      XXXXX9353 ","","$250.00","$1,174.94"
"04/20/2018","ACH CREDIT      CTRXXXXX4143 HIREGENICS INC   PAYROLL","","$827.42","$924.94"
"04/19/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$13.53","","$97.52"
"04/19/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$17.95","","$111.05"
"04/19/2018","POS PURCHASE          POS99999999  0974611 WEGMANS 240 NA           D. PRINCETON NJ","$19.69","","$129.00"
"04/19/2018","DEBIT CARD PURCHASE   XXXXX8439 LYFT   *RIDE WED 1AM      LYFT.COM    CA","$4.66","","$148.69"
"04/19/2018","DEBIT CARD PURCHASE   XXXXX8439 LYFT   *RIDE TUE 5PM      LYFT.COM    CA","$11.70","","$153.35"
"04/18/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$5.74","","$165.05"
"04/18/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$19.80","","$170.79"
"04/18/2018","ACH WEBSINGLE  XXXXX8272 VENMO            PAYMENT","$4.00","","$190.59"
"04/18/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$6.28","","$194.59"
"04/17/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$6.37","","$200.87"
"04/17/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$11.70","","$207.24"
"04/17/2018","ACH WEB-SINGLE  AIRBNB PAYPAL           INST XFER","$449.21","","$218.94"
"04/17/2018","N0416 8439 PAYMENT    POS00535395  1008063 UBERUS_A                 SAN FRANCISC CA","$13.16","","$668.15"
"04/17/2018","ONLINE TRANSFER FROM      XXXXX9353 ","","$100.00","$681.31"
"04/16/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$2.94","","$581.31"
"04/16/2018","ACH WEB-SINGLE  CIVKASTAPB PAYPAL           INST XFER","$3.33","","$584.25"
"04/16/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$4.62","","$587.58"
"04/16/2018","ACH WEB-SINGLE  CIVKASTAPB PAYPAL           INST XFER","$90.00","","$592.20"
"04/16/2018","ACH WEB-SINGLE  AIRBNB PAYPAL           INST XFER","$158.12","","$682.20"
"04/16/2018","ONLINE TRANSFER TO        XXXXX9353 ","$250.00","","$840.32"
"04/16/2018","N0415 8439 PAYMENT    POS00535395  3536313 UBERUS_A                 SAN FRANCISC CA","$4.90","","$1,090.32"
"04/16/2018","RECURRING DEBIT CARD  XXXXX9105 Spotify USA               XXXXX5380 NY","$5.29","","$1,095.22"
"04/16/2018","N0414 8439 PAYMENT    POS00535395  3536312 UBERUS_A                 SAN FRANCISC CA","$6.03","","$1,100.51"
"04/16/2018","N0414 8439 PAYMENT    POS00535395  3536315 UBERUS_A                 SAN FRANCISC CA","$4.88","","$1,106.54"
"04/16/2018","N0413 8439 PAYMENT    POS00535395  3536314 UBERUS_A                 SAN FRANCISC CA","$5.95","","$1,111.42"
"04/16/2018","DEBIT CARD PURCHASE   XXXXX8439 SQ *NY FAMOUS GYRO        PHILA       PA","$12.09","","$1,117.37"
"04/16/2018","DEBIT CARD PURCHASE   XXXXX8439 KIWI UNIVERSITY CITY      PHILADELPHI PA","$4.05","","$1,129.46"
"04/16/2018","DEBIT CARD PURCHASE   XXXXX8439 KIWI UNIVERSITY CITY      PHILADELPHI PA","$5.59","","$1,133.51"
"04/16/2018","DEBIT CARD PURCHASE   XXXXX8439 AMK DREXEL SBUCKS LEBO    PHILADELPHI PA","$7.29","","$1,139.10"
"04/16/2018","DEBIT CARD PURCHASE   XXXXX8439 ANYTIME DELIGHTS          TRENTON     NJ","$4.00","","$1,146.39"
"04/16/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$4.23","","$1,150.39"
"04/16/2018","ONLINE TRANSFER FROM      XXXXX9353 ","","$250.00","$1,154.62"
"04/13/2018","ACH WEB-SINGLE  BILL #OFZA7G PHILADELPHIA GAS MINT/IPI","$46.45","","$904.62"
"04/13/2018","ONLINE TRANSFER TO        XXXXX9353 ","$250.00","","$951.07"
"04/13/2018","ONLINE TRANSFER TO        XXXXX9353 ","$500.00","","$1,201.07"
"04/13/2018","ACH WEBSINGLE  XXXXX9987 XVHOST           IAT PAYPAL","$3.45","","$1,701.07"
"04/13/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$5.86","","$1,704.52"
"04/13/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.20","","$1,710.38"
"04/13/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.30","","$1,722.58"
"04/13/2018","ACH WEB-SINGLE  CIVKASTAPB PAYPAL           INST XFER","$399.84","","$1,734.88"
"04/13/2018","POS PURCHASE          POS03771627  1186143 NJT TRENTON              TRENTON      NJ","$18.50","","$2,134.72"
"04/13/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$3.81","","$2,153.22"
"04/13/2018","ACH CREDIT      CTRXXXXX2266 HIREGENICS INC   PAYROLL","","$250.00","$2,157.03"
"04/13/2018","ACH CREDIT      CTRXXXXX2620 HIREGENICS INC   PAYROLL","","$827.39","$1,907.03"
"04/12/2018","POS PURCHASE          POS99999999  1077148 WEGMANS 240 NA           D. PRINCETON NJ","$9.59","","$1,079.64"
"04/12/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$4.90","","$1,089.23"
"04/12/2018","ACH CREDIT      57PJ2AFKY3LNG PAYPAL           TRANSFER","","$397.00","$1,094.13"
"04/12/2018","ACH CREDIT      XXXXX1955 VENMO            CASHOUT","","$441.39","$697.13"
"04/11/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.10","","$255.74"
"04/11/2018","ACH WEB-SINGLE  AIRBNB PAYPAL           INST XFER","$53.71","","$267.84"
"04/11/2018","DEBIT CARD PURCHASE   XXXXX8439 HEALTHCARE FINANCE DIR    XXXXX3877 CA","$156.50","","$321.55"
"04/11/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$3.25","","$478.05"
"04/11/2018","DEBIT CARD PURCHASE   XXXXX8439 SEPTA RAMP 1148           PHILADELPHI PA","$3.76","","$481.30"
"04/10/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$3.87","","$485.06"
"04/10/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.01","","$488.93"
"04/10/2018","DEPOSIT                              XXXXX2901 ","","$300.00","$500.94"
"04/10/2018","ACH CREDIT      57PJ2AFHPRURE PAYPAL           TRANSFER","","$105.00","$200.94"
"04/09/2018","N0409 8439 PAYMENT    POS00535395  3453533 UBERUS_A                 SAN FRANCISC CA","$21.91","","$95.94"
"04/09/2018","POS PURCHASE          POS09472613  3453535 SEPTA 30TH ST            PHILADELPHIA PA","$9.25","","$117.85"
"04/09/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$5.60","","$127.10"
"04/09/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$11.52","","$132.70"
"04/09/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$11.90","","$144.22"
"04/09/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.20","","$156.12"
"04/09/2018","ACH WEB-SINGLE  AIRBNB PAYPAL           INST XFER","$98.08","","$168.32"
"04/09/2018","N0407 8439 PAYMENT    POS00535395  3453532 UBERUS_A                 SAN FRANCISC CA","$4.61","","$266.40"
"04/09/2018","DEBIT CARD PURCHASE   XXXXX8439 LYFT   *RIDE FRI 7PM      LYFT.COM    CA","$5.61","","$271.01"
"04/09/2018","POS PURCHASE          POS03771665  3453534 NJT TRENTON              TRENTON      NJ","$9.25","","$276.62"
"04/09/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$4.13","","$285.87"
"04/09/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$3.76","","$290.00"
"04/06/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.20","","$293.76"
"04/06/2018","ACH WEB-SINGLE  CIVKASTAPB PAYPAL           INST XFER","$80.00","","$305.96"
"04/06/2018","ACH WEB-SINGLE  AIRBNB PAYPAL           INST XFER","$346.86","","$385.96"
"04/06/2018","POS PURCHASE          POS99999999  1147497 WEGMANS 240 NA           D. PRINCETON NJ","$16.30","","$732.82"
"04/06/2018","DEBIT CARD PURCHASE   XXXXX8439 LYFT   RIDE WED 7PM      XXXXX0278  CA","$3.64","","$749.12"
"04/06/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$2.29","","$752.76"
"04/06/2018","ACH CREDIT      57PJ2AFDK7C2L PAYPAL           TRANSFER","","$100.00","$755.05"
"04/06/2018","ACH CREDIT      14159342 DREXEL UNIVERSIT PAYROLL","","$124.55","$655.05"
"04/05/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$10.16","","$530.50"
"04/05/2018","ACH WEBSINGLE  XXXXX0667 VENMO            PAYMENT","$17.00","","$540.66"
"04/05/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$4.82","","$557.66"
"04/04/2018","POS PURCHASE          POS99999999  1041536 TARGET T-1151            PRINCETON    NJ","$12.78","","$562.48"
"04/04/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.02","","$575.26"
"04/04/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$12.10","","$587.28"
"04/04/2018","DEBIT CARD PURCHASE   XXXXX8439 NASSAU CAFE   60787553    PRINCETON   NJ","$4.68","","$599.38"
"04/04/2018","ACH CREDIT      57PJ2AFAYETWL PAYPAL           TRANSFER","","$70.00","$604.06"
"04/03/2018","POS PURCHASE          POS99999999  1000998 TARGET T-1151            PRINCETON    NJ","$38.97","","$534.06"
"04/03/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$1.50","","$573.03"
"04/03/2018","DEBIT CARD PURCHASE   XXXXX8439 VESTA  ATT              XXXXX3007 OR","$71.85","","$574.53"
"04/03/2018","POS PURCHASE          POS99999999  1000997 TARGET T-1151            PRINCETON    NJ","$30.43","","$646.38"
"04/03/2018","DEBIT CARD PURCHASE   XXXXX8439 UBER TECHNOLOGIES INC     XXXXX8996  CA","$7.45","","$676.81"
"04/03/2018","DEBIT CARD PURCHASE   XXXXX8439 MintSIM                   XXXXX8746 CA","$10.50","","$684.26"
"04/03/2018","DEBIT CARD PURCHASE   XXXXX8439 GRUBHUBLEGENDSUBSWING     GRUBHUB.COM NY","$22.35","","$694.76"
"04/03/2018","DEPOSIT                              XXXXX5110 ","","$300.00","$717.11"
"04/02/2018","N0402 8439 PAYMENT    POS00535395  3525540 UBERUS_A                 SAN FRANCISC CA","$14.25","","$417.11"
"04/02/2018","ACH WEB-SINGLE  LYFT PAYPAL           INST XFER","$4.93","","$431.36"
"04/02/2018","ACH WEBSINGLE  XXXXX2174 VENMO            PAYMENT","$6.00","","$436.29"
"04/02/2018","ACH WEBSINGLE  XXXXX1785 VENMO            PAYMENT","$15.00","","$442.29"
"04/02/2018","DEBIT CARD PURCHASE   XXXXX8439 US MOBILE                 XXXXX1488 CT","$9.00","","$457.29"
"04/02/2018","DEBIT CARD PURCHASE   XXXXX8439 UBER TECHNOLOGIES INC     XXXXX8996  CA","$7.79","","$466.29"
"04/02/2018","POS PURCHASE          POS09472609  3525542 SEPTA 30TH ST            PHILADELPHIA PA","$27.75","","$474.08"
"04/02/2018","N0401 8439 PAYMENT    POS00535395  3525536 UBERUS_A                 SAN FRANCISC CA","$4.09","","$501.83"
"04/02/2018","N0401 8439 PAYMENT    POS00535395  3525537 UBERUS_A                 SAN FRANCISC CA","$4.52","","$505.92"
"04/02/2018","N0401 8439 PAYMENT    POS00535395  3525534 UBERUS_A                 SAN FRANCISC CA","$5.12","","$510.44"
"04/02/2018","N0331 8439 PAYMENT    POS00535395  3525541 UBERUS_A                 SAN FRANCISC CA","$6.05","","$515.56"
"04/02/2018","POS PURCHASE          POS04477286  3525533 H&M                      PHILADELPHIA PA","$39.97","","$521.61"
"04/02/2018","DEBIT CARD PURCHASE   XXXXX8439 PAYLESS SHOESO00010256    PHILADELPHI PA","$29.99","","$561.58"
"04/02/2018","N0331 8439 PAYMENT    POS00535395  3525538 UBERUS_A                 SAN FRANCISC CA","$5.16","","$591.57"
"04/02/2018","N0331 8439 PAYMENT    POS00535395  3525535 UBERUS_A                 SAN FRANCISC CA","$4.60","","$596.73"
"04/02/2018","N0330 8439 PAYMENT    POS00535395  3525539 UBERUS_A                 SAN FRANCISC CA","$4.51","","$601.33"
"04/02/2018","DEBIT CARD PURCHASE   XXXXX8439 KIWI UNIVERSITY CITY      PHILADELPHI PA","$10.78","","$605.84"
"04/02/2018","ONLINE TRANSFER FROM      XXXXX9353 ","","$15.62","$616.62"
"04/02/2018","ACH CREDIT      57PJ2AF9X5PFY PAYPAL           TRANSFER","","$81.00","$601.00"
"04/02/2018","ACH CREDIT      57PJ2AF8KFMUJ PAYPAL           TRANSFER","","$260.00","$520.00"
"04/02/2018","ONLINE TRANSFER FROM      XXXXX9361 ","","$100.00","$260.00"
